,Unnamed: 0,upright,inverted,group,age,gender,order,RTupright,RTinverted,experience,regulation,subjective,PI20,PI23,Prop,WorkLoc,subjectID,proflicID,time_elapse,num_lines,country_res,age2021,gender2021,up2021,inv2021,RTup2021,RTinv2021,change_upright,change_inverted
180,180,64,44,no mask,39,female,upright_first,4096.9375,3002.840909,14,10,3,31,26,67,Home,jan2021_cfmt_nomask_upright_inverted_PARTICIPANT_SESSION_2021-12-29_10h04.54.890.csv,5e33e9b555c80a3b1a42693d,21.55425,288,"es([], ",38,"423    female
Name: gender, dtype: object",49,44,2669.470816,3290.328864,15,0
181,181,42,39,no mask,58,female,upright_first,6114.964286,5945.44359,0,0,11,59,50,24,Office,jan2021_cfmt_nomask_upright_inverted_PARTICIPANT_SESSION_2021-12-29_10h28.24.257.csv,5b116068160a2e0001acb494,30.75618333,288,"es([], ",57,"403    female
Name: gender, dtype: object",39,38,4545.850256,4250.176711,3,1
182,182,51,42,no mask,25,female,upright_first,2455.352941,2866.842857,23,10,7,42,33,78,Office,jan2021_cfmt_nomask_upright_inverted_PARTICIPANT_SESSION_2021-12-29_10h36.24.600.csv,5f6d114289a12b1704d87de6,20.76741667,288,"es([], ",24,"415    female
Name: gender, dtype: object",57,36,2564.499298,1773.799306,-6,6
183,183,60,42,no mask,22,female,upright_first,2475.45,3246.47619,18,11,8,24,23,77,Home,jan2021_cfmt_nomask_upright_inverted_PARTICIPANT_SESSION_2021-12-29_11h07.05.43.csv,5f3dc7185c7fba1e8306a4e3,19.49856667,288,"es([], ",21,"408    female
Name: gender, dtype: object",54,37,3135.12963,4437.432432,6,5
184,184,50,35,no mask,48,male,upright_first,3863.28,6802.6,23,11,4,34,28,89,Office,jan2021_cfmt_nomask_upright_inverted_PARTICIPANT_SESSION_2021-12-29_11h49.50.807.csv,590741365905400001ef09ec,43.68593333,288,"es([], ",47,"487    male
Name: gender, dtype: object",45,36,3133.088889,3108.138889,5,-1
185,185,52,40,no mask,53,male,upright_first,2350.528846,3068.3,21,10,6,33,27,87,Office,jan2021_cfmt_nomask_upright_inverted_PARTICIPANT_SESSION_2021-12-29_12h12.52.17.csv,5d0c90dc3382180015624ad9,21.53073333,288,"es([], ",52,"481    male
Name: gender, dtype: object",54,43,3027.505,3125.22686,-2,-3
186,186,55,39,no mask,27,male,upright_first,1586.738182,1614.8,12,10,6,48,41,77,Home,jan2021_cfmt_nomask_upright_inverted_PARTICIPANT_SESSION_2021-12-29_13h53.50.723.csv,5c940bc5cde5b30001d2d138,13.83976667,288,"es([], ",26,"447    male
Name: gender, dtype: object",55,29,1823.609364,2240.59569,0,10
187,187,59,37,no mask,21,male,upright_first,1620.367797,1643.856757,21,10,7,49,42,89,unemployed,jan2021_cfmt_nomask_upright_inverted_PARTICIPANT_SESSION_2021-12-29_13h55.08.873.csv,5eea8ba19d0a1a155a3a67f7,14.68346667,288,"es([], ",20,"493    male
Name: gender, dtype: object",48,40,3434.750833,2484.140875,11,-3
188,188,62,40,no mask,27,male,upright_first,2740.262903,2364.3375,14,6,2,26,22,67,Home,jan2021_cfmt_nomask_upright_inverted_PARTICIPANT_SESSION_2021-12-29_17h29.11.681.csv,5a0d98287542890001aa71e3,16.31288333,288,"es([], ",26,"476    male
Name: gender, dtype: object",59,39,2362.346356,2310.813974,3,1
189,189,64,47,no mask,23,male,upright_first,2481.548438,3178.504255,22,11,2,22,19,100,Home,jan2021_cfmt_nomask_upright_inverted_PARTICIPANT_SESSION_2021-12-29_17h39.23.463.csv,5faefdc33a31c611e148ce22,45.39073333,288,"es([], ",22,"479    male
Name: gender, dtype: object",57,45,2424.064298,2936.076222,7,2
190,190,60,42,no mask,25,female,upright_first,1758.565,1490.942857,20,9,8,33,30,78,Office,jan2021_cfmt_nomask_upright_inverted_PARTICIPANT_SESSION_2021-12-29_18h38.48.301.csv,5e12202adc79bd8a6c74499b,14.48333333,288,"es([], ",24,"409    female
Name: gender, dtype: object",59,33,2223.437797,1898.405455,1,9
191,191,65,53,no mask,52,female,upright_first,2813.863077,2756.767925,15,6,6,40,34,67,Home,jan2021_cfmt_nomask_upright_inverted_PARTICIPANT_SESSION_2021-12-29_19h50.42.573.csv,5ab77bce47a9f70001539cb0,19.98395,288,"es([], ",51,"380    female
Name: gender, dtype: object",65,40,3349.377769,3854.928375,0,13
192,192,69,51,no mask,31,female,upright_first,2212.284058,5860.833333,15,10,9,53,44,72,Home,jan2021_cfmt_nomask_upright_inverted_PARTICIPANT_SESSION_2021-12-30_03h04.18.28.csv,5c98b190f74b3500012c181c,26.8946,288,"es([], ",31,"389    female
Name: gender, dtype: object",64,45,4307.786406,5466.746333,5,6
193,193,50,44,no mask,19,male,upright_first,4138.664,2598.611364,10,8,3,30,25,11,unemployed,jan2021_cfmt_nomask_upright_inverted_PARTICIPANT_SESSION_2021-12-30_03h57.23.485.csv,5e66de9aa7c1cb467abe171f,30.0193,288,"es([], ",18,"452    male
Name: gender, dtype: object",34,37,2518.191471,2838.172432,16,7
194,194,59,54,no mask,21,male,upright_first,4931.181356,3636.45,2,1,11,41,31,0,Office,jan2021_cfmt_nomask_upright_inverted_PARTICIPANT_SESSION_2021-12-30_08h54.52.642.csv,5eb0cb5afb9e2418da928edb,29.12783333,288,"es([], ",20,"473    male
Name: gender, dtype: object",52,44,4244.726346,3528.933864,7,10
195,195,65,38,no mask,23,female,upright_first,2005.523077,2980.157895,16,9,5,32,26,44,Office,jan2021_cfmt_nomask_upright_inverted_PARTICIPANT_SESSION_2021-12-30_09h30.25.385.csv,5ff5dcbade4fe70b5d02f6f0,22.24245,288,"es([], ",23,"372    female
Name: gender, dtype: object",65,53,2429.892308,3028.792453,0,-15
196,196,60,36,no mask,32,male,upright_first,2216.8,633.5555556,24,12,11,57,48,84,Office,jan2021_cfmt_nomask_upright_inverted_PARTICIPANT_SESSION_2021-12-30_11h19.55.6.csv,5f43c16c80e2f92862deea27,11.23915,288,"es([], ",31,"484    male
Name: gender, dtype: object",49,34,1977.530612,1192.970588,11,2
197,197,66,35,no mask,24,female,upright_first,1798.084848,1469.154286,22,12,10,43,34,82,Office,jan2021_cfmt_nomask_upright_inverted_PARTICIPANT_SESSION_2021-12-30_12h23.01.89.csv,5f784393b1c1383c43376c66,12.47485,288,"es([], ",23,"375    female
Name: gender, dtype: object",47,32,2862.619255,1795.319375,19,3
198,198,70,49,no mask,26,female,upright_first,2012.932857,2601.371429,19,10,2,35,29,87,Office,jan2021_cfmt_nomask_upright_inverted_PARTICIPANT_SESSION_2021-12-30_15h16.54.437.csv,5c4de0ae423a35000128a277,19.28393333,288,"es([], ",25,"427    female
Name: gender, dtype: object",65,46,2927.486615,3208.174348,5,3
199,199,42,33,no mask,26,male,upright_first,2958.269048,2032.360606,14,7,5,48,40,66,Home,jan2021_cfmt_nomask_upright_inverted_PARTICIPANT_SESSION_2021-12-31_15h31.47.714.csv,5e5281d588c30529780e0007,29.50055,288,"es([], ",25,"450    male
Name: gender, dtype: object",50,36,2575.0782,1870.003611,-8,-3
200,200,42,42,no mask,24,male,upright_first,3079.764286,3801.938095,9,9,2,30,24,22,Office,jan2021_cfmt_nomask_upright_inverted_PARTICIPANT_SESSION_2021-12-31_16h20.08.781.csv,5edd10be09cfd09f34a7f00c,23.24868333,288,"es([], ",23,"491    male
Name: gender, dtype: object",47,35,2729.166809,3326.633286,-5,7
201,201,62,30,no mask,25,female,upright_first,3205.617742,4475.593333,9,5,7,28,23,44,Home,jan2021_cfmt_nomask_upright_inverted_PARTICIPANT_SESSION_2022-01-01_13h51.31.754.csv,5de4280370c53a011839950f,23.41078333,288,"es([], ",24,"422    female
Name: gender, dtype: object",50,31,3247.3959,2224.198065,12,-1
202,202,67,52,no mask,20,female,upright_first,2207.456716,2368.769231,22,11,5,33,25,86,Home,jan2021_cfmt_nomask_upright_inverted_PARTICIPANT_SESSION_2022-01-01_18h47.18.51.csv,5fe36de52fbe51004e7b90ec,45.99828333,288,"es([], ",19,"424    female
Name: gender, dtype: object",57,37,2956.090439,2873.345946,10,15
203,203,51,35,no mask,34,female,upright_first,2722.57451,2859.094286,15,8,4,55,47,40,Home,jan2021_cfmt_nomask_upright_inverted_PARTICIPANT_SESSION_2022-01-03_09h43.53.439.csv,5d93c8c883e2470018a4f853,17.76596667,288,"es([], ",34,"378    female
Name: gender, dtype: object",43,40,3480.978488,2982.610125,8,-5
204,204,35,32,no mask,23,male,upright_first,1645.437143,1020.809375,17,7,5,53,46,66,unemployed,jan2021_cfmt_nomask_upright_inverted_PARTICIPANT_SESSION_2022-01-03_13h14.20.515.csv,5dcc07a95cb36e8a98dadca1,12.49653333,288,"es([], ",22,"445    male
Name: gender, dtype: object",42,34,1932.012738,1560.272059,-7,-2
205,205,65,39,no mask,26,female,upright_first,2253.246154,2072.348718,19,10,8,35,29,70,Home,jan2021_cfmt_nomask_upright_inverted_PARTICIPANT_SESSION_2022-01-03_13h47.36.125.csv,5fac746bd36215260a91ed13,15.33943333,288,"es([], ",25,"373    female
Name: gender, dtype: object",57,42,2502.385965,2318.142857,8,-3
206,206,53,44,no mask,23,female,upright_first,3386.983019,3633.434091,16,10,10,30,22,74,Office,jan2021_cfmt_nomask_upright_inverted_PARTICIPANT_SESSION_2022-01-04_09h32.00.989.csv,5f5fb69944526d05af5ad1d4,23.73603333,288,"es([], ",22,"402    female
Name: gender, dtype: object",51,41,5497.848235,3195.548902,2,3
207,207,69,49,no mask,29,male,upright_first,2357.786957,2185.993878,18,9,9,32,28,61,Office,jan2021_cfmt_nomask_upright_inverted_PARTICIPANT_SESSION_2022-01-04_19h11.03.769.csv,5d382e792a1ec500170b13e2,16.57881667,288,"es([], ",28,"454    male
Name: gender, dtype: object",49,46,2513.848469,3379.578478,20,3
208,208,72,43,no mask,44,female,upright_first,2105.531944,1815.774419,19,11,6,33,27,72,Office,jan2021_cfmt_nomask_upright_inverted_PARTICIPANT_SESSION_2022-01-04_21h07.18.377.csv,5d56e42779c6ca0001c071b7,15.92323333,288,"es([], ",43,"371    female
Name: gender, dtype: object",65,40,2615.291615,2121.3365,7,3
